date,index,start,end,type,P,dD,dD_dev,dO,dO_dev,d_excess,min_temp,max_temp,temp,precip,duration,gwt,gwt2
1281,2021-04-19,1281,2021-04-18 22:59:00,2021-04-19 23:24:00,R1,0.5,-25.17,0.49,-3.94,0.06,6.35,4.41,13.14,8.23,0.1,25,E,Meridional
1282,2021-05-04,1282,2021-04-19 23:24:00,2021-05-04 07:37:00,R1,4.2,-64.15,0.2,-8.47,0.07,3.61,-1.77,17.88,8.795,6.7,346,N,Meridional
1283,2021-05-04,1283,2021-05-04 07:37:00,2021-05-04 12:54:00,R2,1.6,-55.13,0.24,-8.35,0.02,11.67,6.28,11.57,9.56,1.5,6,N,Meridional
1284,2021-05-04,1284,2021-05-04 12:54:00,2021-05-04 19:45:00,R3,2.6,-21.16,0.14,-3.73,0.07,8.68,8.81,10.47,9.845,3.4,8,N,Meridional
1285,2021-05-04,1285,2021-05-04 19:45:00,2021-05-05 07:32:00,R1,1.7,-33.64,0.35,-5.32,0.03,8.92,3.14,8.81,4.83,2.6,13,N,Meridional
1286,2021-05-05,1286,2021-05-05 07:32:00,2021-05-05 12:07:00,R2,1.6,-35.65,0.37,-6.83,0.06,18.99,4.11,8.92,7.23,1.9,5,N,Meridional
1287,2021-05-05,1287,2021-05-05 12:07:00,2021-05-05 17:56:00,R3,2.5,-49.98,0.34,-8.69,0.05,19.54,5.96,9.8,8.68,3,7,N,Meridional
1288,2021-05-06,1288,2021-05-05 17:56:00,2021-05-06 06:55:00,R1,0.7,-43.03,0.13,-7.24,0.05,14.89,4.3,7.15,5.125,0.8,14,N,Meridional
1289,2021-05-06,1289,2021-05-06 06:55:00,2021-05-06 23:45:00,R2,6.7,-82.04,0.34,-11.73,0.05,11.8,5.49,6.95,6.525,6,18,N,Meridional
1290,2021-05-07,1290,2021-05-06 23:45:00,2021-05-07 07:36:00,R1,0.3,-73.9,0.32,-10.59,0.05,10.82,2.95,6.78,4.63,0.2,9,N,Meridional
1291,2021-05-10,1291,2021-05-07 07:36:00,2021-05-10 07:30:00,R1,1,-2.79,0.22,0.06,0.06,-3.27,-0.12,24.48,11.83,0.4,73,S,Meridional
1292,2021-05-10,1292,2021-05-10 07:30:00,2021-05-10 22:19:00,R2,0.4,-32.61,0.32,-4.02,0.07,-0.450000000000003,12.21,14.58,14.32,0.4,15,S,Meridional
1293,2021-05-11,1293,2021-05-10 22:19:00,2021-05-11 22:36:00,R1,6.4,-46.94,0.29,-7.07,0.05,9.62,9.83,13.95,11.45,5.8,26,S,Meridional
1294,2021-05-14,1294,2021-05-11 22:36:00,2021-05-14 23:18:00,R1,1.7,-57.47,0.15,-7.87,0.06,5.49,2.77,15.38,10.93,0.7,73,S,Meridional
1295,2021-05-15,1295,2021-05-14 23:18:00,2021-05-15 10:25:00,R1,2.6,-73.78,0.16,-10.48,0.05,10.06,8.18,10.79,8.88,2.2,12,S,Meridional
1296,2021-05-15,1296,2021-05-15 10:25:00,2021-05-15 20:34:00,R2,7.3,-53.85,0.5,-7.45,0.09,5.75,9.2,12.02,10.27,7.8,12,S,Meridional
1297,2021-05-16,1297,2021-05-15 20:34:00,2021-05-16 09:55:00,R1,0.5,-35.53,0.15,-5.63,0.02,9.51,8.48,12.42,9.15,0.2,14,S,Meridional
1298,2021-05-16,1298,2021-05-16 09:55:00,2021-05-16 20:04:00,R2,4.1,-40.18,0.12,-5.84,0.06,6.54,8.93,14.09,12.77,4.4,11,S,Meridional
1299,2021-05-16,1299,2021-05-16 20:04:00,2021-05-16 23:10:00,R3,3.1,-37.26,0.39,-5.96,0.06,10.42,8.05,9.32,8.88,3.3,4,S,Meridional
1300,2021-05-17,1300,2021-05-16 23:10:00,2021-05-17 07:24:00,R1,2.4,-42,0.2,-6.64,0.08,11.12,8.66,9.34,9.02,2.3,9,N,Meridional
1301,2021-05-17,1301,2021-05-17 07:24:00,2021-05-17 12:21:00,R2,3.4,-45.65,0.45,-6.5,0.06,6.35,9.12,11.53,10.67,3.3,6,N,Meridional
1302,2021-05-17,1302,2021-05-17 12:21:00,2021-05-17 22:31:00,R3,5.1,-61.72,0.43,-8.77,0.08,8.44,8.83,13.02,11.545,6.1,12,N,Meridional
1303,2021-05-18,1303,2021-05-17 22:31:00,2021-05-18 07:28:00,R1,1.9,-53.32,0.23,-7.74,0.05,8.6,8.19,9.24,8.68,1.8,9,N,Meridional
1304,2021-05-18,1304,2021-05-18 07:28:00,2021-05-18 22:09:00,R2,5.8,-53.53,0.29,-7.35,0.07,5.27,7.84,12.44,10.33,5.4,16,N,Meridional
1305,2021-05-19,1305,2021-05-18 22:09:00,2021-05-20 12:17:00,R1,2.3,-40.67,0.26,-6.04,0.04,7.65,5.45,13,8.86,2.5,39,N,Meridional
1306,2021-05-22,1306,2021-05-20 12:17:00,2021-05-22 09:35:00,R1,3.2,-18.22,0.3,-3.44,0.04,9.3,7.75,15.28,11.92,5.1,47,W,Zonal
1307,2021-05-22,1307,2021-05-22 09:35:00,2021-05-22 19:22:00,R2,2.3,-34.47,0.34,-5.61,0.04,10.41,9.56,13.57,12.27,4.6,10,W,Zonal
1308,2021-05-24,1308,2021-05-23 10:44:00,2021-05-24 22:10:00,R1,10.4,-48.01,0.23,-7.58,0.07,12.63,7.1,14.77,11.07,11.4,36,W,Zonal
1309,2021-05-25,1309,2021-05-24 22:10:00,2021-05-25 09:27:00,R1,2.7,-54.32,0.29,-8.68,0.05,15.12,6.37,8.53,6.905,3.8,12,N,Meridional
1310,2021-05-25,1310,2021-05-25 09:27:00,2021-05-25 22:56:00,R2,6.9,-26.61,0.19,-4.22,0.09,7.15,7.86,12.36,9.7,10.5,15,N,Meridional
1311,2021-05-26,1311,2021-05-25 22:56:00,2021-05-26 08:55:00,R1,6.7,-53.29,0.13,-7.87,0.07,9.67,7.5,9.83,8.02,7.4,11,N,Meridional
1312,2021-05-26,1312,2021-05-26 08:55:00,2021-05-26 14:28:00,R2,6.1,-54.83,0.23,-7.36,0.06,4.05,9.83,11.6,11.08,7.2,6,N,Meridional
1313,2021-06-02,1313,2021-06-02 16:00:00,2021-06-02 18:30:00,R1,2.7,-20.54,0.24,-3.25,0.03,5.46,19.2,21.49,20.72,2.6,4,E,Meridional
1314,2021-06-03,1314,2021-06-02 18:30:00,2021-06-03 19:42:00,R1,1.1,-13.04,0.43,-2.16,0.03,4.24,14.72,21.59,18.625,1.3,26,E,Meridional
1315,2021-06-04,1315,2021-06-04 17:30:00,2021-06-04 19:00:00,R1,14.1,-23.55,0.38,-4.57,0.06,13.01,13.7,25.92,17.95,10.6,23,E,Meridional
1316,2021-06-04,1316,2021-06-03 19:42:00,2021-06-05 09:13:00,R1,0.7,-19.82,0.25,-3.73,0.09,10.02,13.7,25.92,16.34,11.2,38,E,Meridional
1317,2021-06-19,1317,2021-06-19 18:00:00,2021-06-19 20:25:00,R1 - sable du Sahara,0.4,-6.5,0.28,-0.35,0.04,-3.7,21.89,27.42,24.18,4,3,S,Meridional
1318,2021-06-19,1318,2021-06-19 20:25:00,2021-06-19 20:35:00,R2 - sable du Sahara,4.1,-25.8,0.39,-4.48,0.07,10.04,21.89,22.35,22.12,3.7,2,S,Meridional
1319,2021-06-19,1319,2021-06-19 20:35:00,2021-06-20 07:24:00,R1 - orages pendant la nuit,9.3,-15.66,0.16,-3.23,0.03,10.18,18.41,22.35,19.51,8.5,11,S,Meridional
1320,2021-06-20,1320,2021-06-20 07:24:00,2021-06-20 21:04:00,R2,1.1,-7.38,0.13,-0.92,0.08,-0.0199999999999996,18.94,24.09,21.21,1,15,S,Meridional
1321,2021-06-20,1321,2021-06-20 21:04:00,2021-06-21 07:00:00,R1,0.6,-8.53,0.27,-2.23,0.11,9.31,16.85,18.94,17.43,0.8,11,S,Meridional
1322,2021-06-22,1322,2021-06-21 07:00:00,2021-06-22 18:47:00,R1,2.8,-47.12,0.22,-7.14,0.02,10,13.77,23.65,16.04,2.5,37,S,Meridional
1323,2021-06-24,1323,2021-06-22 18:47:00,2021-06-24 21:23:00,R1,1,-41.76,0.39,-5.56,0.03,2.72,12.36,21.67,16.03,0.7,51,S,Meridional
1324,2021-06-25,1324,2021-06-24 21:23:00,2021-06-25 07:33:00,R1,0.4,-19.27,0.4,-3.57,0.05,9.29,13.54,16.44,14.35,0.3,12,S,Meridional
1325,2021-06-29,1325,2021-06-25 07:33:00,2021-06-29 18:56:00,R1,5.6,-61.55,0.16,-8.15,0.06,3.65000000000001,10.79,24.27,18.67,5.3,108,HCE,Mixed
1326,2021-06-29,1326,2021-06-29 18:56:00,2021-06-30 07:34:00,R1,0.3,-54.1,0.41,-7.18,0.11,3.34,12.74,15.82,13.42,0,14,HCE,Mixed
1327,2021-06-30,1327,2021-06-30 07:34:00,2021-06-30 22:59:00,R2,3,-86.67,0.45,-11.43,0.08,4.77,13.19,15.56,14.155,2.6,16,N,Meridional
1328,2021-07-01,1328,2021-06-30 22:59:00,2021-07-01 07:31:00,R1,0.3,-44.88,0.4,-6.74,0.05,9.04,11.88,13.24,12.605,0.1,10,N,Meridional
1329,2021-07-04,1329,2021-07-01 07:31:00,2021-07-04 13:13:00,R1,0.4,-27.62,0.48,-3.35,0.07,-0.82,8.04,23.62,16.99,0.3,78,E,Meridional
1330,2021-07-04,1330,2021-07-04 13:13:00,2021-07-04 15:08:00,R2,4.8,-61.65,0.4,-8.26,0.04,4.43,14.88,17.25,16.95,4.9,3,E,Meridional
1331,2021-07-05,1331,2021-07-04 15:08:00,2021-07-05 07:00:00,R1,0.5,-50.21,0.48,-6.87,0.07,4.75,14.58,20.31,16.62,0.5,17,E,Meridional
1332,2021-07-05,1332,2021-07-05 07:00:00,2021-07-05 12:25:00,R2,1.6,-47.77,0.23,-6.5,0.05,4.23,14.87,17.08,15.755,1.2,6,E,Meridional
1333,2021-07-05,1333,2021-07-05 12:25:00,2021-07-05 21:53:00,R3,7,-19.87,0.7,-3.34,0.08,6.85,16.53,20.82,18.43,6.1,11,E,Meridional
1334,2021-07-06,1334,2021-07-05 21:53:00,2021-07-06 07:32:00,R1,6.7,-34.1,0.38,-5.26,0.12,7.98,16.02,17.62,16.64,9.6,11,S,Meridional
1335,2021-07-06,1335,2021-07-06 07:32:00,2021-07-06 17:58:00,R2,4.2,-46.64,0.43,-6.93,0.06,8.8,16.33,19.59,19.16,1.4,11,S,Meridional
1336,2021-07-08,1336,2021-07-06 17:58:00,2021-07-08 20:10:00,R1 - orage 15-20 minutes vers 18:30hrs,16.1,-49.09,0.38,-7.57,0.04,11.47,11.92,22.62,17.02,16.6,51,S,Meridional
1337,2021-07-08,1337,2021-07-08 20:10:00,2021-07-09 06:55:00,R1,0.3,-47.28,0.18,-7.01,0.05,8.8,11.37,15.6,12.725,0,12,S,Meridional
1338,2021-07-10,1338,2021-07-09 06:55:00,2021-07-10 20:30:00,R1,4.9,-51.91,0.28,-7.56,0.01,8.57,11.89,23,18.71,4.4,39,S,Meridional
1339,2021-07-12,1339,2021-07-10 20:30:00,2021-07-12 19:51:00,R1,2.1,-36.74,0.33,-4.55,0.08,-0.340000000000003,10.76,21.43,16.09,1.4,48,S,Meridional
1340,2021-07-13,1340,2021-07-12 19:51:00,2021-07-13 07:33:00,R1,4.5,-44.86,0.33,-6.34,0.08,5.86,15.95,18.11,16.28,7.2,13,LCE,Mixed
1341,2021-07-13,1341,2021-07-13 07:33:00,2021-07-13 18:25:00,R2,31.5,-54.39,0.33,-7.34,0.05,4.33,15.48,16.34,16.1,26.7,11,LCE,Mixed
1342,2021-07-13,1342,2021-07-13 18:25:00,2021-07-14 07:00:00,R1,1.5,-78.59,0.48,-11.08,0.05,10.05,14.94,15.63,15.085,2.1,14,LCE,Mixed
1343,2021-07-14,1343,2021-07-14 07:00:00,2021-07-14 19:49:00,R2,47.2,-79.25,0.33,-11.15,0.1,9.95,14.88,16.68,15.675,44.2,14,LCE,Mixed
1344,2021-07-14,1344,2021-07-14 19:49:00,2021-07-14 23:59:00,R3,26.1,-48.97,0.14,-7.62,0.04,11.99,14.9,15.39,15.07,20.7,5,LCE,Mixed
1345,2021-07-15,1345,2021-07-14 23:59:00,2021-07-15 07:15:00,R1,5.1,-33.24,0.3,-5.47,0.06,10.52,15.39,16.1,15.875,4.5,8,LCE,Mixed
1346,2021-07-15,1346,2021-07-15 07:15:00,2021-07-15 19:53:00,R2,15.5,-35.25,0.34,-5.96,0.1,12.43,15.86,18.81,17.975,11.6,14,LCE,Mixed
1347,2021-07-25,1347,2021-07-21 08:00:00,2021-08-02 09:40:00,R1,57.6,-37.2,0.3,-5.84,0.05,9.52,9.36,25.8,17.08,53,291,S,Meridional
1348,2021-08-02,1348,2021-08-02 09:40:00,2021-08-02 22:02:00,R2,6.7,-43.22,0.45,-6.38,0.04,7.82,13.7,19.9,17.85,6.6,13,N,Meridional
1349,2021-08-03,1349,2021-08-02 22:02:00,2021-08-03 07:56:00,R1,5.4,-56.98,0.35,-8.22,0.04,8.78000000000001,12.89,14.29,13.6,5.2,11,N,Meridional
1350,2021-08-03,1350,2021-08-03 07:56:00,2021-08-03 18:43:00,R2,8.4,-63.08,0.48,-8.3,0.04,3.32000000000001,14.29,17.78,15.755,8.4,12,N,Meridional
1351,2021-08-05,1351,2021-08-03 18:43:00,2021-08-05 09:20:00,R1,0.4,-49.53,0.39,-7.03,0.05,6.71,12.7,20.17,14.42,0.3,39,S,Meridional
1352,2021-08-05,1352,2021-08-05 09:20:00,2021-08-05 23:31:00,R2,1.6,-56.26,0.37,-7.92,0.07,7.1,16.06,21.39,18.69,1.2,16,S,Meridional
1353,2021-08-06,1353,2021-08-05 23:31:00,2021-08-06 08:30:00,R1,2.4,-27.32,0.28,-4.72,0.09,10.44,15.57,17,15.78,2.7,10,S,Meridional
1354,2021-08-06,1354,2021-08-06 08:30:00,2021-08-06 20:05:00,R2,0.5,-21.92,0.4,-3.39,0.07,5.2,17,19.21,18.29,0.1,12,S,Meridional
1355,2021-08-07,1355,2021-08-06 20:05:00,2021-08-07 20:32:00,R1,1.4,-34.9,0.32,-6.13,0.05,14.14,15.22,19.7,16.93,1.4,26,S,Meridional
1356,2021-08-08,1356,2021-08-07 20:32:00,2021-08-08 23:06:00,R1,0.5,-41.92,0.27,-3.93,0.06,-10.48,13.38,18.91,15.43,0.6,27,W,Zonal
1357,2021-08-10,1357,2021-08-08 23:06:00,2021-08-10 07:59:00,R1,0.3,-41.58,0.37,-5.3,0.08,0.82,11.12,20.85,14.74,0.1,34,W,Zonal
1358,2021-08-16,1358,2021-08-10 07:59:00,2021-08-16 21:31:00,R1,2.4,-26.05,0.24,-3.76,0.07,4.03,11.15,27.66,18.26,2.6,159,NW,Mixed
1359,2021-08-16,1359,2021-08-16 21:31:00,2021-08-17 08:11:00,R1,0.3,-31.44,0.41,-4.85,0.06,7.36,9.82,12.47,10.42,0,11,NW,Mixed
1360,2021-08-17,1360,2021-08-17 08:11:00,2021-08-18 08:11:00,R1,1.8,-10.49,0.46,-2.7,0.06,11.11,11.88,16.7,13.8,1.4,25,NW,Mixed
1361,2021-08-18,1361,2021-08-18 08:11:00,2021-08-18 23:03:00,R2,0.3,-9.21,0.31,-2.36,0.06,9.67,15.06,19.25,16.955,0,16,NW,Mixed
1362,2021-08-19,1362,2021-08-18 23:03:00,2021-08-19 07:41:00,R1,0.3,-11.47,0.29,-2.68,0.08,9.97,15.36,16.29,15.47,0.1,10,NW,Mixed
1363,2021-08-21,1363,2021-08-19 07:41:00,2021-08-22 09:12:00,R1,2.2,-16.53,0.48,-1.92,0.03,-1.17,10.31,25.13,17.565,1.9,74,N,Meridional
1364,2021-08-22,1364,2021-08-22 09:12:00,2021-08-22 22:58:00,R2,0.7,-35.11,0.46,-4.73,0.09,2.73,15.19,20.39,17.74,0.6,15,N,Meridional
1365,2021-08-28,1365,2021-08-22 22:58:00,2021-08-28 13:51:00,R1,2.1,-50.46,0.22,-7.45,0.06,9.14,8.58,20.99,15.23,1.8,136,E,Meridional
1366,2021-08-28,1366,2021-08-28 13:51:00,2021-08-29 12:28:00,R1 - probab. de fin de soirée du 28.08.2021,0.4,-63.21,0.22,-8.57,0.05,5.35,12.13,17.21,13.72,0.4,23,E,Meridional
1367,2021-08-29,1367,2021-08-29 12:28:00,2021-08-29 22:38:00,R2,0.5,-46.19,0.15,-6.71,0.02,7.49,13.45,16.58,14.865,0.5,12,E,Meridional
1368,2021-09-10,1368,2021-09-10 00:01:00,2021-09-10 07:52:00,R1,0.3,-6.31,0.23,-0.61,0.06,-1.43,15.19,17.68,16.44,0,9,SW,Mixed
1369,2021-09-10,1369,2021-09-10 07:52:00,2021-09-10 20:06:00,R2,0.7,-41.23,0.31,-5.37,0.06,1.73,17.04,20.5,19.32,0.5,13,SW,Mixed
1370,2021-09-11,1370,2021-09-10 20:06:00,2021-09-11 09:07:00,R1,0.8,-28.55,0.31,-4.6,0.07,8.25,16.21,17.99,17.23,0.4,14,W,Zonal
1371,2021-09-15,1371,2021-09-11 09:07:00,2021-09-15 07:21:00,R1,0.6,-44.29,0.29,-5.99,0.1,3.63,8.2,22.15,17.25,0.6,95,W,Zonal
1372,2021-09-15,1372,2021-09-15 07:21:00,2021-09-15 23:01:00,R2,13.8,-59.26,0.24,-8.99,0.04,12.66,16.07,21.39,19.28,14,17,W,Zonal
1373,2021-09-25,1373,2021-09-25 07:00:00,2021-09-25 23:50:00,R1 - cendres volcaniques,0.8,-10.27,0.27,-1.04,0.06,-1.95,5.11,22.06,16.03,0.8,18,W,Zonal
1374,2021-09-26,1374,2021-09-25 23:50:00,2021-09-26 11:32:00,R1,0.5,-28.77,0.26,-4.51,0.07,7.31,11.77,17.45,14.31,0.6,13,S,Meridional
1375,2021-09-27,1375,2021-09-27 07:30:00,2021-09-27 22:37:00,R1,2.3,-20.94,0.39,-4.14,0.01,12.18,11.15,19.6,15.515,2.3,16,S,Meridional
1376,2021-09-29,1376,2021-09-29 07:30:00,2021-09-29 19:02:00,R1,3.9,-29.18,0.28,-6.14,0.09,19.94,9.14,13.82,12.44,4.6,12,W,Zonal
1377,2021-10-02,1377,2021-10-01 20:00:00,2021-10-02 09:23:00,R1 - date à vérifier,2,-21.34,0.25,-4.43,0.06,14.1,11.63,14.02,12.04,2,14,SW,Mixed
1378,2021-10-03,1378,2021-10-03 20:00:00,2021-10-04 09:08:00,R1 - atmos. river (date à vérifier),2.6,-4.04,0.21,-0.79,0.06,2.28,10.16,11.78,11.085,0.1,14,SW,Mixed
1379,2021-10-04,1379,2021-10-04 09:08:00,2021-10-04 12:27:00,R2 - atmos. river (date à vérifier),1,0.7,0.28,-0.17,0.05,2.06,11.78,14.3,12.905,0,4,SW,Mixed
1380,2021-10-04,1380,2021-10-04 12:27:00,2021-10-04 14:32:00,R3 - atmos. river (date à vérifier),3.1,-17.8,0.31,-4.08,0.08,14.84,14.3,15.71,15.24,0,4,SW,Mixed
1381,2021-10-04,1381,2021-10-04 14:32:00,2021-10-04 23:11:00,R4 - atmos. river (date à vérifier),1.4,-64.36,0.33,-8.92,0.04,7,7.22,15.57,11.96,0,9,SW,Mixed
1382,2021-10-05,1382,2021-10-05 07:30:00,2021-10-05 22:41:00,R1 - date à vérifier,9.4,-55.07,0.38,-8.71,0.08,14.61,9.94,15.44,11.69,10,16,SW,Mixed
1383,2021-10-06,1383,2021-10-05 22:41:00,2021-10-06 07:24:00,R1 - date à vérifier,0.4,-41.45,0.47,-7.21,0.03,16.23,9.24,9.94,9.58,0.3,9,HCE,Mixed
1384,2021-10-06,1384,2021-10-06 07:24:00,2021-10-06 23:03:00,R2 - date à vérifier,3.8,-41.8,0.36,-6.89,0.09,13.32,9.24,11.18,10.32,3.7,17,HCE,Mixed
1385,2021-10-12,1385,2021-10-12 07:30:00,2021-10-12 22:52:00,R1,1.4,-37.86,0.14,-6.4,0.05,13.34,6,11.58,10.24,1.3,16,N,Meridional
1386,2021-10-13,1386,2021-10-12 22:52:00,2021-10-13 23:19:00,R1,0.2,-22.92,0.21,-4.13,0.09,10.12,1.69,11.02,5.92,0.3,25,N,Meridional
1387,2021-10-19,1387,2021-10-19 07:30:00,2021-10-19 23:40:00,R1,2.3,-28.75,0.19,-4.66,0.04,8.53,12.82,19.87,16.11,0.2,17,SW,Mixed
1388,2021-10-20,1388,2021-10-20 07:30:00,2021-10-20 19:01:00,R1,1.8,-13.74,0.26,-2.27,0.04,4.42,13.07,16.41,15.93,1.5,12,SW,Mixed
1389,2021-10-21,1389,2021-10-20 19:01:00,2021-10-21 07:37:00,R1 - tempête,4,-46.12,0.23,-7.29,0.06,12.2,9.35,16.36,13.485,8.9,14,NW,Mixed
1390,2021-10-21,1390,2021-10-21 07:37:00,2021-10-21 23:43:00,R2 - tempête,10.3,-60.12,0.25,-9.55,0.04,16.28,3.8,12.6,9.35,12.1,17,NW,Mixed
1391,2021-10-25,1391,2021-10-25 07:30:00,2021-10-25 21:24:00,R1,1.5,-26.92,0.35,-4.84,0.07,11.8,-0.88,14.96,10.265,1.4,14,SW,Mixed
1392,2021-10-26,1392,2021-10-25 21:24:00,2021-10-26 07:34:00,R1,0.7,-12.66,0.17,-3.32,0.09,13.9,9.46,10.36,10.055,0.6,12,SW,Mixed
1393,2021-10-28,1393,2021-10-28 22:00:00,2021-10-29 08:11:00,R1 - condens./brouillard ?,0.4,-17.06,0.17,-4.06,0.03,15.42,5.6,8,6.4,0,11,SW,Mixed
1394,2021-10-30,1394,2021-10-29 22:00:00,2021-10-30 10:45:00,R1,9.2,-44.93,0.09,-7.33,0.06,13.71,10.19,13.65,10.63,11.5,14,SW,Mixed
1395,2021-10-30,1395,2021-10-30 10:45:00,2021-10-30 14:20:00,R2,5.1,-83.34,0.17,-12.31,0.08,15.14,10.46,11.59,10.73,4.8,4,SW,Mixed
1396,2021-10-30,1396,2021-10-30 14:20:00,2021-10-30 22:05:00,R3,3.1,-60.9,0.29,-9.35,0.05,13.9,11.59,13.36,12.45,2.8,9,SW,Mixed
1397,2021-10-31,1397,2021-10-31 07:30:00,2021-10-31 18:42:00,R1 - passage heure d'hiver,0.6,-50.05,0.36,-7.52,0.04,10.11,10.58,16.88,15.99,0.5,12,SW,Mixed
1398,2021-10-31,1398,2021-10-31 18:42:00,2021-10-31 21:55:00,R2,3.5,-53.61,0.2,-8.36,0.09,13.27,11.32,16.09,13.65,5.1,4,SW,Mixed
1399,2021-10-31,1399,2021-10-31 21:55:00,2021-10-31 23:59:00,R1,1.4,-63.78,0.25,-9.82,0.06,14.78,10.76,11.32,10.83,0.1,3,SW,Mixed
1400,2021-11-01,1400,2021-11-01 22:00:00,2021-11-02 07:54:00,R1,0.4,-40.4,0.39,-7.2,0.09,17.2,6.3,7.4,6.99,1.4,11,S,Meridional
1401,2021-11-02,1401,2021-11-02 07:54:00,2021-11-02 23:59:00,R2,3.4,-69.97,0.37,-10.35,0.08,12.83,3.59,8.79,7.32,2.9,17,S,Meridional
1402,2021-11-03,1402,2021-11-02 23:59:00,2021-11-03 08:05:00,R1,11,-90.12,0.39,-13.61,0.04,18.76,4.44,5.83,5.61,8.9,9,S,Meridional
1403,2021-11-03,1403,2021-11-03 08:05:00,2021-11-03 23:59:00,R2,6.1,-85.24,0.17,-13.11,0.06,19.64,4.61,9.34,6.1,6.2,17,S,Meridional
1404,2021-11-04,1404,2021-11-04 12:30:00,2021-11-04 23:59:00,R1,0.4,-76.17,0.35,-11.72,0.09,17.59,5.78,6.99,6.4,0.3,12,S,Meridional
1405,2021-11-05,1405,2021-11-04 23:59:00,2021-11-05 08:03:00,R1,0.5,-64.19,0.38,-10.05,0.04,16.21,5.45,6.85,6.54,0.5,9,HCE,Mixed
1406,2021-11-07,1406,2021-11-07 12:30:00,2021-11-07 22:20:00,R1,0.6,-35.65,0.44,-6.71,0.04,18.03,4.57,8.51,7.25,0,10,HCE,Mixed
1407,2021-11-13,1407,2021-11-12 22:00:00,2021-11-13 08:55:00,R1,1.9,-30.94,0.24,-6,0.07,17.06,1.42,7.64,3.045,1.5,12,E,Meridional
1408,2021-11-14,1408,2021-11-14 12:30:00,2021-11-14 22:33:00,R1,2.9,-46.54,0.17,-6.92,0.07,8.82,7.31,9.31,8.26,0.1,11,E,Meridional
1409,2021-11-16,1409,2021-11-15 22:30:00,2021-11-16 07:27:00,R1,0.9,-45.79,0.26,-7.27,0.09,12.37,4.82,5.01,4.85,0.4,9,E,Meridional
1410,2021-11-17,1410,2021-11-17 07:30:00,2021-11-17 23:16:00,R1,0.5,-43.46,0.4,-6.96,0.08,12.22,4.42,6.76,6.515,0,16,NW,Mixed
1411,2021-11-21,1411,2021-11-20 22:30:00,2021-11-21 10:34:00,R1,0.4,-37.53,0.38,-6.6,0.08,15.27,3.91,4.96,4.52,0.2,13,N,Meridional
1412,2021-11-21,1412,2021-11-21 10:34:00,2021-11-21 22:26:00,R2,1.2,-35.93,0.47,-6.49,0.1,15.99,4.8,5.52,4.98,1,12,N,Meridional
1413,2021-11-26,1413,2021-11-26 07:30:00,2021-11-26 22:02:00,R1 - pluie & neige,7.5,-59.38,0.12,-9.84,0.09,19.34,1.38,3.46,2.2,8.1,15,N,Meridional
1414,2021-11-27,1414,2021-11-26 22:02:00,2021-11-27 09:45:00,R1,5.9,-87.48,0.11,-13.16,0.04,17.8,1.07,1.79,1.47,6.8,13,N,Meridional
1415,2021-11-27,1415,2021-11-27 09:45:00,2021-11-27 21:51:00,R2,1.1,-54.28,0.11,-9.6,0.09,22.52,1.31,3.79,2.1,1.1,13,N,Meridional
1416,2021-11-28,1416,2021-11-27 21:51:00,2021-11-28 09:56:00,R1,2,-95.89,0.35,-14.66,0.09,21.39,0.41,1.6,1.3,1.7,13,N,Meridional
1417,2021-11-29,1417,2021-11-29 07:30:00,2021-11-29 22:48:00,R1,0.6,-105.85,0.29,-16.02,0.02,22.31,-0.6,2.54,2.1,0.3,16,N,Meridional
1418,2021-11-30,1418,2021-11-29 22:48:00,2021-11-30 07:37:00,R1,2.2,-52.6,0.41,-9.42,0.06,22.76,1.25,2.16,1.61,3,10,NW,Mixed
1419,2021-11-30,1419,2021-11-30 07:37:00,2021-11-30 22:34:00,R2,3.6,-29.28,0.28,-6.09,0.06,19.44,2.16,5.45,4.08,5.2,16,NW,Mixed
1420,2021-12-01,1420,2021-11-30 22:34:00,2021-12-01 07:24:00,R1,1.5,-19.58,0.28,-4.76,0.06,18.5,5.31,6.02,5.45,1.9,9,NW,Mixed
1421,2021-12-01,1421,2021-12-01 07:24:00,2021-12-01 23:25:00,R2,10.3,-84.78,0.26,-12.34,0.06,13.94,4.91,7.85,6.1,11.8,17,NW,Mixed
1422,2021-12-02,1422,2021-12-01 23:25:00,2021-12-02 07:37:00,R1,1.3,-75.54,0.03,-11.58,0.07,17.1,2.93,5.04,4.475,1.2,10,NW,Mixed
1423,2021-12-03,1423,2021-12-03 07:30:00,2021-12-03 23:58:00,R1,1.6,-39.69,0.18,-7.36,0.09,19.19,0.42,2.43,1.82,1.3,17,W,Zonal
1424,2021-12-04,1424,2021-12-03 23:58:00,2021-12-04 09:08:00,R1,4.9,-106.9,0.17,-14.75,0.06,11.1,2.03,2.99,2.245,4,10,W,Zonal
1425,2021-12-04,1425,2021-12-04 09:08:00,2021-12-04 13:28:00,R2,1.4,-73.33,0.41,-10.53,0.1,10.91,2.99,5.36,4.3,1.1,5,W,Zonal
1426,2021-12-04,1426,2021-12-04 13:28:00,2021-12-04 22:51:00,R3,0.5,-93.96,0.42,-13,0.1,10.04,3.15,7.85,4.33,0.8,11,W,Zonal
1427,2021-12-05,1427,2021-12-04 22:51:00,2021-12-05 09:41:00,R1,0.2,-64.7,0.37,-10.29,0.08,17.62,2.28,3.15,2.635,0.3,12,W,Zonal
