date,ID,Sampling start,Sampling end,Precipitation type,Rainfall [mm],dD,dD stdev,d18O,d18O stdev,d_excess,time,duration,gwt
604,2018-10-05,636,2018-10-05,2018-10-05 12:00:00,R,0.2,-0.64,0.32,0.64,0.1,-5.76,0,12,West
605,2018-10-06,637,2018-10-06,2018-10-06 12:00:00,R,0.1,-3.54,0.18,1.47,0.01,-15.3,0,12,West
606,2018-10-07,638,2018-10-07,2018-10-07 12:00:00,R,0.2,-1.17,0.13,1.3,0.04,-11.57,0,12,High CE
607,2018-10-09,639,2018-10-09,2018-10-09 12:00:00,R,0.1,-0.51,0.08,2.36,0.03,-19.39,0,12,High CE
608,2018-10-10,641,2018-10-10 12:00:00,2018-10-11,R,0,-18.53,0.29,-2.72,0.08,3.23,12,12,South
609,2018-10-10,640,2018-10-10,2018-10-10 12:00:00,R,0.2,-18.5,0.11,-2.02,0.07,-2.34,0,12,South
610,2018-10-20,642,2018-10-20,2018-10-20 12:00:00,R,0.1,-15.52,0.11,-1.23,0.04,-5.68,0,12,High CE
611,2018-10-23,643,2018-10-23,2018-10-23 12:00:00,R,0.1,-16.63,0.38,-1.91,0.09,-1.35,0,12,North West
612,2018-10-24,644,2018-10-24 12:00:00,2018-10-25,R,0.1,-3.83,0.2,-0.77,0.03,2.33,12,12,North West
613,2018-10-26,645,2018-10-26,2018-10-26 12:00:00,R,0,-12.73,0.31,-3.31,0.05,13.75,0,12,South
614,2018-10-27,646,2018-10-27,2018-10-27 12:00:00,R,0,-23.09,0.27,-3.89,0.04,8.03,0,12,South
615,2018-10-29,648,2018-10-29 12:00:00,2018-10-30,R,2.2,-78.29,0.11,-10.91,0.1,8.98999999999999,12,12,South
616,2018-10-29,647,2018-10-29,2018-10-29 12:00:00,R,0.6,-105.34,0.16,-14.68,0.02,12.1,0,12,South
617,2018-10-30,649,2018-10-30,2018-10-30 12:00:00,R,12.7,-99.59,0.11,-14.02,0.04,12.57,0,12,South
618,2018-10-30,650,2018-10-30 12:00:00,2018-10-31,R,8.6,-116.23,0.19,-16.26,0.04,13.85,12,12,South
619,2018-10-31,651,2018-10-31,2018-10-31 12:00:00,R,0.1,-79.44,0.19,-11.76,0.04,14.64,0,12,South
620,2018-11-01,652,2018-11-01 12:00:00,2018-11-02,R,4.7,-98.28,0.29,-13.99,0.05,13.64,12,12,South
621,2018-11-02,653,2018-11-02,2018-11-02 12:00:00,R,0.9,-51.56,0.21,-8.29,0.06,14.76,0,12,South
622,2018-11-02,654,2018-11-02 12:00:00,2018-11-03,R,0.6,-30.2,0.09,-5.59,0.1,14.52,12,12,South
623,2018-11-03,656,2018-11-03 12:00:00,2018-11-04,R,0,-26.57,0.1,-5.22,0.07,15.19,12,12,South
624,2018-11-03,655,2018-11-03,2018-11-03 12:00:00,R,0.2,-44.55,0.2,-8.45,0.07,23.05,0,12,South
625,2018-11-04,657,2018-11-04,2018-11-04 12:00:00,R,0.1,-47.86,0.22,-8.75,0.04,22.14,0,12,South
626,2018-11-04,658,2018-11-04 12:00:00,2018-11-05,R,0.1,-49.89,0.13,-9.2,0.06,23.71,12,12,South
627,2018-11-07,660,2018-11-07 12:00:00,2018-11-08,R,0.8,-62.21,0.24,-9.56,0.04,14.27,12,12,South
628,2018-11-10,662,2018-11-10 12:00:00,2018-11-11,R,9.6,-65.71,0.18,-9.26,0.04,8.37,12,12,South West
629,2018-11-10,661,2018-11-10,2018-11-10 12:00:00,R,9.4,-51.56,0.21,-7.72,0.04,10.2,0,12,South West
630,2018-11-11,663,2018-11-11,2018-11-11 12:00:00,R,0.8,-75.14,0.14,-10.29,0.05,7.17999999999999,0,12,South West
631,2018-11-11,664,2018-11-11 12:00:00,2018-11-12,R,0.5,-15.79,0.25,-3.18,0.08,9.65,12,12,South West
632,2018-11-12,665,2018-11-12,2018-11-12 12:00:00,R,0.4,-15.32,0.09,-3.46,0.09,12.36,0,12,South West
633,2018-11-12,666,2018-11-12 12:00:00,2018-11-13,R,3.8,-72.96,0.15,-9.95,0.08,6.64,12,12,South West
634,2018-11-13,667,2018-11-13,2018-11-13 12:00:00,R,2.3,-86.56,0.23,-11.83,0.04,8.08,0,12,South West
635,2018-11-14,668,2018-11-14,2018-11-14 12:00:00,R,0.2,-54.05,0.05,-8.84,0.06,16.67,0,12,South West
636,2018-11-16,669,2018-11-16,2018-11-16 12:00:00,R,0.1,-46.3,0.21,-7.23,0.1,11.54,0,12,High CE
637,2018-11-17,670,2018-11-17,2018-11-17 12:00:00,R,0.1,-52.58,0.15,-8.45,0.13,15.02,0,12,High CE
638,2018-11-17,671,2018-11-17 12:00:00,2018-11-18,R,0.2,-52.04,0.26,-7.93,0.1,11.4,12,12,High CE
639,2018-11-19,672,2018-11-19 12:00:00,2018-11-20,R,2.2,-100.92,0.18,-13.76,0.12,9.16,12,12,East
640,2018-11-20,674,2018-11-20 12:00:00,2018-11-21,R,0.1,-67.48,0.21,-9.62,0.08,9.47999999999999,12,12,East
641,2018-11-20,673,2018-11-20,2018-11-20 12:00:00,R,0.1,-84.16,0.17,-11.32,0.05,6.40000000000001,0,12,East
642,2018-11-21,675,2018-11-21,2018-11-21 12:00:00,R,0.6,-85.03,0.16,-12.21,0.14,12.65,0,12,East
643,2018-11-21,676,2018-11-21 12:00:00,2018-11-22,R,0.1,-80.72,0.24,-10.51,0.03,3.36,12,12,East
644,2018-11-24,677,2018-11-24,2018-11-24 12:00:00,R,5.9,-112.23,0.37,-15.6,0.12,12.57,0,12,North
645,2018-11-24,678,2018-11-24 12:00:00,2018-11-25,R,2.1,-60.61,0.19,-9.7,0.18,16.99,12,12,North
646,2018-11-25,679,2018-11-25,2018-11-25 12:00:00,R,0.2,-52.56,0.04,-8.84,0.03,18.16,0,12,North
647,2018-11-26,680,2018-11-26,2018-11-26 12:00:00,R,0.2,-64.93,0.21,-9.56,0.03,11.55,0,12,North
648,2018-11-26,681,2018-11-26 12:00:00,2018-11-27,R,0.1,-78.11,0.29,-10.45,0.11,5.48999999999999,12,12,North
649,2018-11-27,682,2018-11-27,2018-11-27 12:00:00,R,0.4,-85.84,0.28,-11.79,0.14,8.47999999999999,0,12,South West
650,2018-11-27,683,2018-11-27 12:00:00,2018-11-28,R,0.1,-93.46,0.26,-12.59,0.06,7.26000000000001,12,12,South West
651,2018-11-28,684,2018-11-28,2018-11-28 12:00:00,R,0.8,-99.86,0.21,-13.47,0.05,7.90000000000001,0,12,South West
652,2018-11-28,685,2018-11-28 12:00:00,2018-11-29,R,1.4,-79.86,0.15,-11.28,0.02,10.38,12,12,South West
653,2018-11-29,686,2018-11-29,2018-11-29 12:00:00,R,0.1,-63.38,0.22,-9.57,0.14,13.18,0,12,South West
654,2018-11-30,687,2018-11-30,2018-11-30 12:00:00,R,2.1,-49.72,0.11,-7.13,0.05,7.32,0,12,West
655,2018-11-30,688,2018-11-30 12:00:00,2018-12-01,R,0.2,-32.23,0.13,-5.19,0.17,9.29000000000001,12,12,West
656,2018-12-01,690,2018-12-01 12:00:00,2018-12-02,R,2.9,-41.74,0.15,-6.65,0.14,11.46,12,12,West
657,2018-12-01,689,2018-12-01,2018-12-01 12:00:00,R,0.1,-28.8,0.19,-4.82,0.14,9.76,0,12,West
658,2018-12-02,691,2018-12-02,2018-12-02 12:00:00,R,10,-89.91,0.28,-11.82,0.17,4.65000000000001,0,12,West
659,2018-12-02,692,2018-12-02 12:00:00,2018-12-03,R,4.3,-28.19,0.21,-4.01,0.11,3.89,12,12,West
660,2018-12-03,694,2018-12-03 12:00:00,2018-12-04,R,13.2,-31.98,0.09,-4.74,0.06,5.94,12,12,West
661,2018-12-03,693,2018-12-03,2018-12-03 12:00:00,R,14.9,-33.97,0.26,-4.96,0.1,5.71,0,12,West
662,2018-12-04,695,2018-12-04,2018-12-04 12:00:00,R,0.9,-50.68,0.15,-7.13,0.06,6.36,0,12,West
663,2018-12-05,697,2018-12-05 12:00:00,2018-12-06,R,1.5,-69.56,0.25,-8.47,0.13,-1.8,12,12,West
664,2018-12-05,696,2018-12-05,2018-12-05 12:00:00,R,0.1,-48.38,0.23,-7.13,0.04,8.66,0,12,West
665,2018-12-06,698,2018-12-06,2018-12-06 12:00:00,R,1,-49.21,0.18,-7.02,0.07,6.95,0,12,South West
666,2018-12-06,699,2018-12-06 12:00:00,2018-12-07,R,0.1,-34.42,0.26,-4.99,0.14,5.5,12,12,South West
667,2018-12-07,701,2018-12-07 12:00:00,2018-12-08,R,9.6,-43.78,0.31,-6.59,0.14,8.94,12,12,South West
668,2018-12-07,700,2018-12-07,2018-12-07 12:00:00,R,0.6,-20.06,0.29,-3.06,0.14,4.42,0,12,South West
669,2018-12-08,703,2018-12-08 12:00:00,2018-12-09,R,11.5,-9.54,0.09,-3.27,0.18,16.62,12,12,South West
670,2018-12-08,702,2018-12-08,2018-12-08 12:00:00,R,6.6,-19.57,0.34,-4.89,0.04,19.55,0,12,South West
671,2018-12-09,704,2018-12-09,2018-12-09 12:00:00,R,18.7,-41.64,0.15,-6.99,0.07,14.28,0,12,North West
672,2018-12-09,705,2018-12-09 12:00:00,2018-12-10,R,5.9,-66.62,0.28,-9.51,0.05,9.45999999999999,12,12,North West
673,2018-12-10,706,2018-12-10 12:00:00,2018-12-11,R,0.1,-39.85,0.3,-5.72,0.16,5.91,12,12,North West
674,2018-12-11,707,2018-12-11,2018-12-11 12:00:00,R,0.1,-32.46,0.25,-5.96,0.12,15.22,0,12,North West
675,2018-12-12,708,2018-12-12 12:00:00,2018-12-13,R,0.1,-28.83,0.34,-6.03,0.06,19.41,12,12,East
676,2018-12-16,709,2018-12-16,2018-12-16 12:00:00,R,0,-103.13,0.16,-14.22,0.14,10.63,0,12,West
677,2018-12-16,710,2018-12-16 12:00:00,2018-12-17,R,4.3,-108.12,0.23,-14.69,0.09,9.39999999999999,12,12,West
678,2018-12-17,711,2018-12-17,2018-12-17 12:00:00,R,2.3,-58.28,0.26,-9.12,0.12,14.68,0,12,West
679,2018-12-19,713,2018-12-19 12:00:00,2018-12-20,R,3.8,-46.57,0.09,-7.63,0.11,14.47,12,12,West
680,2018-12-19,712,2018-12-19,2018-12-19 12:00:00,R,1.9,-55.49,0.1,-8.4,0.07,11.71,0,12,West
681,2018-12-20,714,2018-12-20,2018-12-20 12:00:00,R,4.1,-39.02,0.24,-6.91,0.14,16.26,0,12,West
682,2018-12-25,716,2018-12-25 12:00:00,2018-12-26,R,0.1,-72.16,0.15,-10.64,0.08,12.96,12,12,North West
683,2018-12-26,717,2018-12-26 12:00:00,2018-12-27,R,0.1,-56.47,0.23,-8.14,0.08,8.65000000000001,12,12,North West
684,2018-12-29,718,2018-12-29 12:00:00,2018-12-30,R,0.4,-47.39,0.18,-7.25,0.06,10.61,12,12,North West
685,2018-12-31,719,2018-12-31,2018-12-31 12:00:00,R,0.2,-31.84,0.14,-4.87,0.1,7.12,0,12,North West
686,2019-01-01,720,2019-01-01,2019-01-01 12:00:00,R,0.1,-17.54,0.16,-3.89,0.07,13.58,0,12,North
687,2019-01-01,721,2019-01-01 12:00:00,2019-01-02,R,0.7,-21.85,0.15,-4.13,0.04,11.19,12,12,North
688,2019-01-02,722,2019-01-02,2019-01-02 12:00:00,R,0.1,-18.68,0.17,-3.63,0.08,10.36,0,12,North
689,2019-01-03,723,2019-01-03 12:00:00,2019-01-04,R,0,-10.22,0.29,-3.64,0.02,18.9,12,12,North
690,2019-01-05,724,2019-01-05,2019-01-05 12:00:00,R,1,-63.21,0.22,-9.7,0.14,14.39,0,12,North
691,2019-01-08,725,2019-01-08 12:00:00,2019-01-09,R,2.1,-37.37,0.21,-5.86,0.03,9.51000000000001,12,12,North West
692,2019-01-09,727,2019-01-09 12:00:00,2019-01-10,R,0.6,-81.2,0.16,-11.89,0.02,13.92,12,12,North West
693,2019-01-09,726,2019-01-09,2019-01-09 12:00:00,R,1.7,-33.83,0.15,-6.32,0.13,16.73,0,12,North West
694,2019-01-11,728,2019-01-11 12:00:00,2019-01-12,R,0.3,-42.54,0.37,-7.04,0.08,13.78,12,12,North West
695,2019-01-12,729,2019-01-12,2019-01-12 12:00:00,R,0.1,-19.29,0.28,-4.15,0.15,13.91,0,12,North West
696,2019-01-12,730,2019-01-12 12:00:00,2019-01-13,R,3.6,-47.36,0.08,-6.95,0.08,8.24,12,12,North West
697,2019-01-13,731,2019-01-13,2019-01-14,R,6.2,-25.6,0.28,-4.09,0.06,7.12,0,24,North West
698,2019-01-14,732,2019-01-14,2019-01-14 12:00:00,R,1.4,-23.99,0.29,-4.13,0.06,9.05,0,12,North West
699,2019-01-14,733,2019-01-14 12:00:00,2019-01-15,R,0.4,-19.04,0.16,-3.53,0.07,9.2,12,12,North West
700,2019-01-15,734,2019-01-15,2019-01-15 12:00:00,R,0,-29,0.19,-4.99,0.08,10.92,0,12,North West
701,2019-01-17,736,2019-01-17 12:00:00,2019-01-18,R,1.9,-58.91,0.36,-9.22,0.08,14.85,12,12,North West
702,2019-01-17,735,2019-01-17,2019-01-17 12:00:00,R,7.2,-36.05,0.14,-6.41,0.08,15.23,0,12,North West
703,2019-01-21,737,2019-01-21,2019-01-21 12:00:00,R,0,-41.08,0.19,-7.17,0.05,16.28,0,12,High CE
704,2019-01-22,738,2019-01-22 12:00:00,2019-01-23,snow,0,-121.94,0.41,-16.56,0.18,10.54,12,12,High CE
705,2019-01-26,739,2019-01-26,2019-01-26 12:00:00,R,0.2,-39.26,0.37,-6.55,0.13,13.14,0,12,North
706,2019-01-26,740,2019-01-26 12:00:00,2019-01-27,R,2.6,-30.97,0.2,-4.96,0.06,8.71,12,12,North
707,2019-01-27,741,2019-01-27,2019-01-27 12:00:00,R,9.6,-45.72,0.39,-6.98,0.07,10.12,0,12,North
708,2019-01-27,742,2019-01-27 12:00:00,2019-01-28,R,6.7,-73.78,0.2,-10.34,0.06,8.94,12,12,North
709,2019-01-28,743,2019-01-28,2019-01-28 12:00:00,R,2.3,-79.58,0.32,-11.48,0.05,12.26,0,12,North
710,2019-01-30,745,2019-01-30,2019-01-31,snow 10-15 cm depth,NA,-142.08,0.28,-19.19,0.04,11.44,0,24,South
711,2019-01-30,744,2019-01-30,2019-01-31,snow 0-5 cm depth,NA,-119.55,0.16,-17.06,0.08,16.93,0,24,South
712,2019-01-30,746,2019-01-30,2019-01-31,snow 15-20 cm depth,NA,-127.74,0.31,-17.25,0.07,10.26,0,24,South
713,2019-01-30,747,2019-01-30,2019-01-31,snow 5-10 cm depth,NA,-117.98,0.39,-16.77,0.09,16.18,0,24,South
714,2019-01-31,748,2019-01-31 12:00:00,2019-02-01,R,1.6,-126.76,0.2,-17.28,0.04,11.48,12,12,South
715,2019-02-01,749,2019-02-01,2019-02-01 12:00:00,R,3.5,-110.9,0.28,-15.34,0.04,11.82,0,12,North
716,2019-02-01,750,2019-02-01 12:00:00,2019-02-02,R,7.7,-109.87,0.24,-15.12,0.08,11.09,12,12,North
717,2019-02-02,751,2019-02-02,2019-02-02 12:00:00,R,2.2,-152.62,0.33,-19.66,0.15,4.66,0,12,North
718,2019-02-02,752,2019-02-02 12:00:00,2019-02-03,R,0.1,-115.35,0.16,-15.34,0.1,7.37,12,12,North
719,2019-02-04,753,2019-02-04 12:00:00,2019-02-05,R,0,-72.11,0.15,-9.93,0.05,7.33,12,12,High CE
720,2019-02-06,754,2019-02-06,2019-02-06 12:00:00,R,0.1,-80.03,0.19,-10.93,0.04,7.41,0,12,High CE
721,2019-02-07,756,2019-02-07 12:00:00,2019-02-08,R,1.2,-33.75,0.11,-6.32,0.04,16.81,12,12,South West
722,2019-02-07,755,2019-02-07,2019-02-07 12:00:00,R,1.8,-56.92,0.08,-8.09,0.03,7.8,0,12,South West
723,2019-02-09,757,2019-02-09,2019-02-09 12:00:00,R,8.1,-52.52,0.16,-8.36,0.03,14.36,0,12,South West
724,2019-02-10,758,2019-02-10,2019-02-10 12:00:00,R,20,-59.4,0.08,-8.79,0.02,10.92,0,12,South West
725,2019-02-10,759,2019-02-10 12:00:00,2019-02-11,R,17.4,-124.17,0.14,-17.01,0.06,11.91,12,12,South West
726,2019-03-02,760,2019-03-02 12:00:00,2019-03-03,R,0.3,-42.12,0.08,-6.32,0.07,8.44,12,12,West
727,2019-03-04,761,2019-03-04 12:00:00,2019-03-05,R,9.9,-79.29,0.32,-11.96,0.05,16.39,12,12,West
728,2019-03-05,762,2019-03-05,2019-03-05 12:00:00,R,6.8,-44.22,0.11,-7.86,0.04,18.66,0,12,West
729,2019-03-05,763,2019-03-05 12:00:00,2019-03-06,R,1,-76.93,0.11,-11.12,0.05,12.03,12,12,West
730,2019-03-06,764,2019-03-06 12:00:00,2019-03-07,R,7.5,-36.92,0.11,-5.14,0.06,4.2,12,12,South West
731,2019-03-07,765,2019-03-07,2019-03-07 12:00:00,R,3.6,-95.86,0.17,-12.91,0.04,7.42,0,12,South West
732,2019-03-07,766,2019-03-07 12:00:00,2019-03-08,R,4.5,-53.72,0.2,-8.15,0.04,11.48,12,12,South West
733,2019-03-08,768,2019-03-08 12:00:00,2019-03-09,R,3.2,-42.28,0.13,-6.78,0.1,11.96,12,12,South West
734,2019-03-08,767,2019-03-08,2019-03-08 12:00:00,R,0.4,-28.9,0.14,-5.29,0.08,13.42,0,12,South West
735,2019-03-09,769,2019-03-09,2019-03-09 12:00:00,R,2.9,-11.81,0.06,-3.13,0.05,13.23,0,12,West
736,2019-03-09,770,2019-03-09 12:00:00,2019-03-10,R,0.7,-14.55,0.3,-3.05,0.05,9.85,12,12,West
737,2019-03-10,772,2019-03-10 12:00:00,2019-03-11,R,2.8,-31.08,0.37,-4.86,0.07,7.8,12,12,West
738,2019-03-10,771,2019-03-10,2019-03-10 12:00:00,R,20.1,-48.22,0.04,-6.66,0.09,5.06,0,12,West
739,2019-03-11,773,2019-03-11,2019-03-11 12:00:00,R,0.9,-26.03,0.26,-5.53,0.09,18.21,0,12,West
740,2019-03-12,774,2019-03-12 12:00:00,2019-03-13,R,2.5,-41.11,0.11,-5.7,0.02,4.49,12,12,West
741,2019-03-13,776,2019-03-13 12:00:00,2019-03-14,R,12,-43.67,0.23,-7.57,0.07,16.89,12,12,West
742,2019-03-13,775,2019-03-13,2019-03-13 12:00:00,R,1.7,-74.85,0.2,-10.3,0.09,7.55000000000001,0,12,West
743,2019-03-14,777,2019-03-14,2019-03-14 12:00:00,R,9.8,-54.45,0.08,-8.19,0.07,11.07,0,12,West
744,2019-03-14,778,2019-03-14 12:00:00,2019-03-15,R,13.6,-65.22,0.07,-9.18,0.07,8.22,12,12,West
745,2019-03-15,779,2019-03-15,2019-03-15 12:00:00,R,5.7,-37.05,0.15,-5.32,0.07,5.51000000000001,0,12,West
746,2019-03-15,780,2019-03-15 12:00:00,2019-03-16,R,5.9,-3.57,0.17,-1.28,0.06,6.67,12,12,West
747,2019-03-16,781,2019-03-16,2019-03-16 12:00:00,R,3.3,-3.47,0.15,-1.6,0.08,9.33,0,12,West
748,2019-03-17,783,2019-03-17 12:00:00,2019-03-18,R,4.2,-73.58,0.18,-11.1,0.05,15.22,12,12,West
749,2019-03-17,782,2019-03-17,2019-03-17 12:00:00,R,6.6,-53.34,0.23,-8.08,0.06,11.3,0,12,West
750,2019-03-19,784,2019-03-19,2019-03-19 12:00:00,R,0.2,-40.08,0.14,-6.73,0.04,13.76,0,12,High CE
751,2019-03-25,785,2019-03-25,2019-03-25 12:00:00,R,0,-32.81,0.09,-5.3,0.04,9.59,0,12,North
752,2019-03-25,786,2019-03-25 12:00:00,2019-03-26,R,0,-27.6,0.18,-5.66,0.1,17.68,12,12,North
753,2019-04-10,787,2019-04-10,2019-04-10 12:00:00,R,4.6,NA,NA,NA,NA,NA,0,12,East
754,2019-04-16,788,2019-04-16 12:00:00,2019-04-17,R,7.3,-71.79,0.96,-10.9,0.1,15.41,12,12,East
755,2019-04-17,789,2019-04-17,2019-04-17 12:00:00,R,0,-51.49,0.17,-7.06,0.04,4.98999999999999,0,12,East
756,2019-04-24,791,2019-04-24 12:00:00,2019-04-25,R,5.8,-65.06,0.56,-9.55,0.15,11.34,12,12,South
757,2019-04-24,790,2019-04-24,2019-04-24 12:00:00,R,0.1,-15.34,0.51,-3.09,0.18,9.38,0,12,South
758,2019-04-25,792,2019-04-25,2019-04-25 12:00:00,R,1.3,-43.45,0.37,-6.7,0.08,10.15,0,12,South
759,2019-04-25,793,2019-04-25 12:00:00,2019-04-26,R,5.5,-55.12,0.71,-8.41,0.22,12.16,12,12,South
760,2019-04-27,795,2019-04-27 12:00:00,2019-04-28,R,4.5,-22.31,0.39,-6.72,0.15,31.45,12,12,South
761,2019-04-27,794,2019-04-27,2019-04-27 12:00:00,R,3.9,-20.49,0.81,-5.37,0.35,22.47,0,12,South
762,2019-04-28,797,2019-04-28 12:00:00,2019-04-29,R,0.2,-12.83,0.39,-3.81,0.17,17.65,12,12,North
763,2019-04-28,796,2019-04-28,2019-04-28 12:00:00,R,2.1,-9.48,0.22,-4.59,0.06,27.24,0,12,North
764,2019-05-03,798,2019-05-03 12:00:00,2019-05-04,R,0.9,-38.64,0.88,-6.12,0.13,10.32,12,12,North
765,2019-05-04,799,2019-05-04,2019-05-04 12:00:00,R,2.6,-104.45,0.36,-14.03,0.09,7.78999999999999,0,12,North
766,2019-05-04,800,2019-05-04 12:00:00,2019-05-05,R,0.5,-53.74,0.16,-8.46,0.18,13.94,12,12,North
767,2019-05-08,801,2019-05-08,2019-05-08 12:00:00,R,1.7,-21.46,0.48,-4.02,0.16,10.7,0,12,South
768,2019-05-08,802,2019-05-08 12:00:00,2019-05-09,R,8.7,-55.65,0.35,-8.06,0.18,8.83000000000001,12,12,South
769,2019-05-09,804,2019-05-09 12:00:00,2019-05-10,R,6.5,-72.85,0.49,-9.91,0.07,6.43000000000001,12,12,South
770,2019-05-09,803,2019-05-09,2019-05-09 12:00:00,R,6.2,-76.46,0.48,-10.47,0.16,7.30000000000001,0,12,South
771,2019-05-10,805,2019-05-10 12:00:00,2019-05-11,R,7.4,-56.37,0.36,-7.87,0.06,6.59,12,12,North
772,2019-05-11,806,2019-05-11,2019-05-11 12:00:00,R,29.5,-69.37,0.3,-9.76,0.04,8.70999999999999,0,12,North
773,2019-05-11,807,2019-05-11 12:00:00,2019-05-12,R,3.8,-140.41,0.62,-18.17,0.08,4.95000000000002,12,12,North
774,2019-05-17,808,2019-05-17 12:00:00,2019-05-18,R,1.2,-29.56,1.6,-4.73,0.19,8.28,12,12,East
775,2019-05-18,809,2019-05-18,2019-05-18 12:00:00,R,0.1,-25.89,0.64,-3.3,0.12,0.509999999999998,0,12,Low CE
776,2019-05-18,810,2019-05-18 12:00:00,2019-05-19,R,2.6,-30.61,0.27,-4.82,0.09,7.95,12,12,Low CE
777,2019-05-19,811,2019-05-19,2019-05-19 12:00:00,R,2,-42.24,0.87,-6.37,0.15,8.72,0,12,Low CE
778,2019-05-26,812,2019-05-26,2019-05-26 12:00:00,R,0.1,-42.3,1.62,-3.91,2.23,-11.02,0,12,West
779,2019-05-28,813,2019-05-28 12:00:00,2019-05-29,R,0.5,-43.14,2.88,-2.53,2.02,-22.9,12,12,West
780,2019-06-05,816,2019-06-05 21:00:00.015,2019-06-05 21:30:00,R,3.2,-31.06,0.47,-5.06,0.11,9.42,21,1,South
781,2019-06-05,814,2019-06-05 20:00:00.005,2019-06-05 20:30:00,R,6.9,-39.18,0.42,-6.31,0.04,11.3,20,1,South
782,2019-06-05,815,2019-06-05 20:30:00.01,2019-06-05 21:00:00,R,6.9,-30.51,0.14,-4.21,0.05,3.17,20,1,South
783,2019-06-05,819,2019-06-05 22:30:00.03,2019-06-05 23:00:00,R,0.8,-15.31,0.41,-2.24,0.06,2.61,22,1,South
784,2019-06-05,820,2019-06-05 23:00:00.035,2019-06-05 23:30:00,R,0.35,-15.11,0.45,-2.52,0.13,5.05,23,1,South
785,2019-06-05,817,2019-06-05 21:30:00.02,2019-06-05 22:00:00,R,3.2,-12.05,0.16,-1.14,0.04,-2.93,21,1,South
786,2019-06-05,818,2019-06-05 22:00:00.025,2019-06-05 22:30:00,R,0.8,-15.62,0.16,-1.98,0.05,0.220000000000001,22,1,South
787,2019-06-05,821,2019-06-05 23:30:00.04,2019-06-06,R,0.35,-30.49,0.37,-5.2,0.11,11.11,23,1,South
788,2019-06-06,823,2019-06-06 00:30:00.05,2019-06-06 01:00:00,R,0.65,-25.58,0.4,-4.6,0.04,11.22,0,1,South
789,2019-06-06,822,2019-06-06 00:00:00.045,2019-06-06 00:30:00,R,0.65,-24.76,0.26,-4.38,0.01,10.28,0,1,South
790,2019-06-07,824,2019-06-07 12:00:00,2019-06-08,R,1.3,-22.12,0.68,-2.96,0.23,1.56,12,12,South
791,2019-06-10,825,2019-06-10 12:00:00,2019-06-11,R,8.9,-14.19,0.28,-4.04,0.02,18.13,12,12,South
792,2019-06-11,827,2019-06-11,2019-06-13,R,0.9,-33.35,0.25,-4.72,0.05,4.41,12,10,South
793,2019-06-11,828,2019-06-11 12:00:00,2019-06-13 12:00:00,R,0.1,-26.31,0.22,-3.47,0.04,1.45,22,2,South
794,2019-06-12,826,2019-06-10 12:00:00,2019-06-12 12:00:00,R,4.7,-58.92,0.72,-8.64,0.1,10.2,0,12,South
795,2019-06-13,829,2019-06-12,2019-06-14,R,2.2,-24.48,0.2,-4.24,0.05,9.44,12,12,South
796,2019-06-14,830,2019-06-14 12:00:00,2019-06-15,R,0.7,-5.51,0.48,-0.74,0.08,0.41,12,12,South
797,2019-06-15,831,2019-06-15,2019-06-15 12:00:00,R,7.1,-31.26,0.75,-5.37,0.15,11.7,0,12,South
798,2019-06-15,832,2019-06-15 12:00:00,2019-06-16,R,0,-23.41,0.67,-3.31,0.07,3.07,12,12,South
799,2019-06-19,833,2019-06-19,2019-06-20,R,0.6,-1.21,0.78,0.06,0.06,-1.69,12,12,South West
800,2019-06-19,834,2019-06-19 12:00:00,2019-06-19,R,0.2,-7.01,0.53,-0.4,0.1,-3.81,0,12,South West
801,2019-06-20,836,2019-06-20,2019-06-21,R,0.7,-33.29,1.42,-4.95,0.1,6.31,12,24,South West
802,2019-06-20,835,2019-06-20,2019-06-20 12:00:00,R,0.4,-26.27,1.46,-3.25,0.14,-0.27,0,12,South West
803,2019-07-07,837,2019-07-07 12:00:00,2019-07-08,R,3.1,-47.11,1.38,-6.26,0.15,2.97,12,12,North West
804,2019-07-11,838,2019-07-11,2019-07-11 12:00:00,R,9.4,-56.11,0.51,-8.21,0.08,9.57000000000001,0,12,North
805,2019-07-11,839,2019-07-11 12:00:00,2019-07-12,R,0.4,-52.62,0.58,-6.72,0.11,1.14,12,12,North
806,2019-07-12,840,2019-07-12,2019-07-12 12:00:00,R,0.4,-51.47,0.44,-8,0.17,12.53,0,12,North
807,2019-07-12,841,2019-07-12 15:00:00,2019-07-12 15:30:00,R,2.15,-35.78,1.57,-6.05,0.18,12.62,15,1,North
808,2019-07-12,842,2019-07-12 15:30:00,2019-07-12 16:00:00,R,2.15,-43.08,0.18,-7.01,0.06,13,15,1,North
809,2019-07-12,843,2019-07-12 17:30:00,2019-07-12 17:45:00,R,1.975,-24.3,0.55,-2.15,0.04,-7.1,17,0,North
810,2019-07-12,844,2019-07-12 17:45:00,2019-07-12 18:00:00,R,1.975,-54.27,0.13,-7.62,0.04,6.69,17,0,North
811,2019-07-12,845,2019-07-12 18:00:00.005,2019-07-12 18:15:00,R,1.975,-45.28,0.51,-6.64,0.13,7.84,18,0,North
812,2019-07-12,846,2019-07-12 18:15:00.01,2019-07-12 18:30:00,R,1.975,-41.79,0.31,-5.94,0.08,5.73,18,0,North
813,2019-07-13,847,2019-07-13 12:00:00,2019-07-14,R,0,-22.55,0.29,-2.15,0.02,-5.35,12,12,North
